"","cik","Score","year","distance","cik_str","sic","Revenue","Total.Assets","MV","TobinsQ_1","TobinsQ_2","TobinsQ.before","RevenueGrowth","RevenueGrowthAbs","TobinsQGrowth","AssetGrowth","MVGrowth","FirmSize","NormalizedDistance","Industry"
"10055",1050377,0.88983690738678,2022,0.11016309261322,1050377,"5961",3124996,1099826,1264.02,1.053,1.099,1.17,8.03,232401,-19.9,1.52,5.86,"Micro_Nano_Cap",6.09138278761325,85
"10056",1050446,0.88127601146698,2022,0.11872398853302,1050446,"7372",499264,2222120,2447.35,2.038,2.136,1.814,3.85,18529,24.57,52.29,126.65,"Micro_Nano_Cap",14.3358616279196,236
"10057",1050606,0.892102599143982,2022,0.107897400856018,1050606,"4832",266966,505122,45.92,0.399,0.403,0.529,3.38,8719,-48.9,-2.13,-26.73,"Micro_Nano_Cap",3.90943268263564,127
"10058",1050797,0.914472043514252,2022,0.0855279564857483,1050797,"2300",3464152,2957384,4615.86,1.43,1.506,2.03,10.8,337750,-58.82,-0.59,-31.89,"Micro_Nano_Cap",-17.6332203887044,247
"10059",1050915,0.882228970527649,2022,0.117771029472351,1050915,"1731",17073903,13464337,20990.04,1.648,1.588,1.601,31.54,4093690,5.84,4.74,30.26,"Micro_Nano_Cap",13.4181246427995,161
"10060",1051343,0.91767954826355,2022,0.0823204517364502,1051343,"",51416,1091502,124.99,0.212,0.195,0.176,5.54,2700,40.7,-5.67,9.82,"Micro_Nano_Cap",-20.7221733772123,292
"10061",1051512,0.917429983615875,2022,0.0825700163841248,1051512,"4813",5413000,14550000,1731.09,0.455,0.446,0.475,1.58,84000,-8.38,7.83,-18.26,"Micro_Nano_Cap",-20.4818328245042,326
"10062",1051514,0.913183808326721,2022,0.0868161916732788,1051514,"3841",36161,52272,34.17,0.542,0.713,1.229,20.63,6184,-111.24,12.19,-42.76,"Micro_Nano_Cap",-16.3925993316993,49
"10063",1051627,0.917603373527527,2022,0.0823966264724731,1051627,"3674",141118,367836,372.46,1.006,0.652,1.254,2.71,3725,-39.36,11.43,-5.07,"Micro_Nano_Cap",-20.64881411608,55
"10064",1054102,0.889255940914154,2022,0.110744059085846,1054102,"3841",31838,15979,9.66,4.058,4.233,2.191,-22.94,-9476,169.57,-58.42,-75.2,"Micro_Nano_Cap",6.65087630737586,65
"10065",1054721,0.903743982315063,2022,0.0962560176849365,1054721,"",36487,42171,23.95,-0.271,0.5,0.153,-9.61,-3880,-551.48,-11.7,-53.98,"Micro_Nano_Cap",-7.3016763093452,4
"10066",1054905,0.882801175117493,2022,0.117198824882507,1054905,"2800",1963700,1597800,2243.8,1.217,1.387,1.338,32.38,480300,-18,2.13,1.97,"Micro_Nano_Cap",12.8670691601155,106
"10067",1055726,0.881238996982574,2022,0.118761003017426,1055726,"3841",10262,348533,553.67,0.42,1.167,2.103,478.14,8487,-159.26,-29.72,-66.89,"Micro_Nano_Cap",14.3715080294557,51
"10068",1056358,0.885480403900146,2022,0.114519596099854,1056358,"2833",137208,47627,38.55,0.474,0.914,0.558,-14.12,-22554,-29.96,-16.15,-30.91,"Micro_Nano_Cap",10.2868666656732,148
"10069",1056696,0.898626029491425,2022,0.101373970508575,1056696,"7372",767084,532972,9113.66,16.657,14.307,14.299,30.82,180712,32.82,15.95,53.78,"Micro_Nano_Cap",-2.37288682802609,64
"10070",1056903,0.933292984962463,2022,0.0667070150375366,1056903,"4941",491528,2034374,3118.78,1.796,1.898,2.002,-1.47,-7325,-20.48,7.02,-6.7,"Micro_Nano_Cap",-35.7585258448247,38
"10071",1057352,0.896465659141541,2022,0.103534340858459,1057352,"7389",2182399,8392748,31050.34,2.992,3.613,4.379,12.26,238264,-63.03,15.73,-12.79,"Micro_Nano_Cap",-0.292365372830006,30
"10072",1057877,0.91104519367218,2022,0.0889548063278198,1057877,"4911",1649140,7543258,5615.2,0.92,0.926,0.955,13.34,194068,-7.29,4.61,5.69,"Micro_Nano_Cap",-14.3330294651677,52
"10073",1058090,0.939198613166809,2022,0.0608013868331909,1058090,"5812",8634652,6927504,47847.34,6.002,6.043,7.567,14.41,1087591,-41.16,4.13,-10.41,"Micro_Nano_Cap",-41.445877639026,174
"10074",1058290,0.883294641971588,2022,0.116705358028412,1058290,"7371",19428000,17210000,33920.08,1.63,1.788,2.196,4.98,921000,-51.29,-1.36,-15.37,"Micro_Nano_Cap",12.3918412079133,107
"10075",1058307,0.909698605537415,2022,0.0903013944625854,1058307,"4813",11710,28642,24.25,0.437,0.671,0.026,51.29,3970,3145.73,39.28,-39.63,"Micro_Nano_Cap",-13.0362122292513,237
"10076",1058623,0.94969242811203,2022,0.05030757188797,1058623,"4832",953506,1609031,179.14,0.458,0.525,0.532,4.04,37039,-27.68,-6.31,-10.24,"Micro_Nano_Cap",-51.5518333801615,17
"10077",1058811,0.915042221546173,2022,0.0849577784538269,1058811,"3577",38461,182893,202.08,0.346,0.924,1.655,26.28,8005,-157.4,95.67,-9.91,"Micro_Nano_Cap",-18.182324216554,243
"10078",1059262,0.858077526092529,2022,0.141922473907471,1059262,"7510",789800,1077000,768.12,0.895,1.029,0.994,31.61,189700,-19.82,1.07,6.03,"Micro_Nano_Cap",36.6769137314109,70
"10079",1059556,0.954548895359039,2022,0.0454511046409607,1059556,"7320",5468000,14083000,54965.57,3.708,3.585,5.076,-12.06,-750000,-53.63,-1.49,-22.83,"Micro_Nano_Cap",-56.2288019862166,194
"10080",1060391,0.875795006752014,2022,0.124204993247986,1060391,"4953",13511300,29052900,46666.5,1.92,1.792,1.939,19.62,2216300,-1.95,16.42,17.98,"Micro_Nano_Cap",19.6142843326791,84
"10081",1061983,0.873671054840088,2022,0.126328945159912,1061983,"2834",94588,1014775,5132.74,4.02,4.866,3.216,34.3,24160,49.75,20.62,108.2,"Micro_Nano_Cap",21.6597334024669,27
"10082",1062231,0.911315977573395,2022,0.0886840224266052,1062231,"3714",5802400,5350400,1112.29,0.596,0.729,0.657,12.52,645800,-18.48,-2.98,20.26,"Micro_Nano_Cap",-14.5938049920254,63
"10083",1062822,0.897730946540833,2022,0.102269053459167,1062822,"2834",139,194299,532.51,1.776,2.244,3.52,-53.36,-159,-98.6,41.92,-20.9,"Micro_Nano_Cap",-1.51088680891505,27
"10084",1063537,0.879578351974487,2022,0.120421648025513,1063537,"2040",41617,27433,12.08,0.482,0.593,0.794,33.68,10486,-78.2,-12.39,-62.16,"Micro_Nano_Cap",15.9707743631077,141
"10085",1064728,0.959990084171295,2022,0.0400099158287048,1064728,"1221",4981900,5536100,3357.19,0.58,0.734,0.595,50.13,1663600,-5.02,11.84,54.83,"Micro_Nano_Cap",-61.4688804136394,59
"10086",1065059,0.904722273349762,2022,0.095277726650238,1065059,"1400",293800,678700,751.95,1.041,1.001,1.087,-1.51,-4500,-8.42,27.82,69.5,"Micro_Nano_Cap",-8.24380897989653,3
"10087",1065280,0.906740844249725,2022,0.0932591557502747,1065280,"7841",31615550,48333227,103869.8,2.366,2.415,6.562,6.46,1917706,-127.25,8.77,-60.8,"Micro_Nano_Cap",-10.18777199829,265
"10088",1065696,0.923722267150879,2022,0.0762777328491211,1065696,"5010",12794000,12038000,14721.02,1.281,1.334,1.342,-2.25,-294504,-9.05,-4.51,-1.18,"Micro_Nano_Cap",-26.5415488808067,101
"10089",1065837,0.892211496829987,2022,0.107788503170013,1065837,"3140",7444550,6439297,5133.53,0.801,0.892,0.764,61.93,2847136,9.64,12.02,21.53,"Micro_Nano_Cap",3.80455993608735,103
"10090",1066605,0.93497109413147,2022,0.0650289058685303,1066605,"7361",1073464,1141651,542.38,0.058,0.479,0.577,7.03,70463,-179,7.23,-33.25,"Micro_Nano_Cap",-37.3746108510211,72
"10091",1066764,0.820994913578033,2022,0.179005086421967,1066764,"4911",26,211,77.1,209.505,316.858,60.946,-84.62,-143,485.07,379.55,2018.13,"Micro_Nano_Cap",72.3889253109406,99
"10092",1066923,0.862870275974274,2022,0.137129724025726,1066923,"7389",160934,586531,34.52,0.016,0.437,0.993,-0.2,-320,-195.79,0.68,-79.47,"Micro_Nano_Cap",32.0613074494172,12
"10093",1067701,0.924941599369049,2022,0.0750584006309509,1067701,"7359",11642000,24183000,21775.25,1.333,1.272,1.733,19.82,1926000,-45.93,19.18,-11.86,"Micro_Nano_Cap",-27.7158136734386,70
"10094",1068689,0.870603740215302,2022,0.129396259784698,1068689,"7372",2627,4183,2.86,1.526,2.236,1.463,-27.21,-982,8.57,36.65,-4.35,"Micro_Nano_Cap",24.6136777977171,85
"10095",1069183,0.899167835712433,2022,0.100832164287567,1069183,"3480",1189935,2695028,8827.15,4.105,3.4,7.297,37.82,326554,-87.05,72.65,-25.25,"Micro_Nano_Cap",-2.89466748819251,99
"10096",1069202,0.856977045536041,2022,0.143022954463959,1069202,"3585",4718400,2540100,9148.73,3.645,3.594,5.796,29.84,1084300,-73.85,25.79,-12.92,"Micro_Nano_Cap",37.7367197081604,117
"10097",1069258,0.901769518852234,2022,0.0982304811477661,1069258,"3760",898300,1551500,1588.15,1.048,0.954,1.78,10.7,86800,-81.84,-2.39,-43.56,"Micro_Nano_Cap",-5.40019048440864,271
"10098",1069394,0.912831723690033,2022,0.087168276309967,1069394,"2890",45840,51313,23.16,0.534,0.884,1.186,33.19,11424,-109.4,29.78,-45.39,"Micro_Nano_Cap",-16.0535280050103,282
"10099",1069878,0.827546954154968,2022,0.172453045845032,1069878,"2400",1106043,933705,5483.4,5.818,5.559,12.275,-7.6,-90909,-104.68,1.45,-57.61,"Micro_Nano_Cap",66.0790530261446,71
"10100",1070050,0.880577802658081,2022,0.119422197341919,1070050,"7372",450,12519,10.27,0.468,0.732,78.033,36.36,120,-197.81,3194.47,-93.12,"Micro_Nano_Cap",15.0082641200196,56
"10101",1070081,0.892421722412109,2022,0.107578277587891,1070081,"2834",698801,1705619,3837.46,2.779,2.968,1.464,29.75,160208,178.75,-11.99,30.03,"Micro_Nano_Cap",3.60210444781375,235
"10102",1070412,0.915602564811707,2022,0.0843974351882935,1070412,"1311",3837664,8515773,3254.78,0.566,0.645,0.584,68.05,1554022,-6.13,5.12,26.79,"Micro_Nano_Cap",-18.7219567782948,111
"10103",1070494,0.921044886112213,2022,0.0789551138877869,1070494,"2834",517235,587812,2812.83,5.373,4.328,11.011,6.83,33090,-101.89,-16.04,8.82,"Micro_Nano_Cap",-23.9631258363604,27
"10104",1071255,0.862176179885864,2022,0.137823820114136,1071255,"7990",1121719,1496848,1153.9,1.144,1.377,1.364,2.3,25176,-32.1,-7.35,-6.61,"Micro_Nano_Cap",32.7297492302355,0
"10105",1072379,0.905534148216248,2022,0.0944658517837524,1072379,"2834",1683,31402,813.24,25.052,23.683,40.926,67.46,678,-77.19,-21.96,-21,"Micro_Nano_Cap",-9.02567634756726,327
"10106",1075531,0.892922341823578,2022,0.107077658176422,1075531,"4700",17090000,24748000,78659.19,2.912,3.145,4.127,55.96,6132000,-58.59,7.19,-16.88,"Micro_Nano_Cap",3.119988302078,208
"10107",1075736,0.887273132801056,2022,0.112726867198944,1075736,"4813",37554,55634,67.27,0.686,1.001,3.864,129.17,21167,-163.67,125.69,-49.85,"Micro_Nano_Cap",8.56039835810156,85
"10108",1076682,0.872356474399567,2022,0.127643525600433,1076682,"2836",814,22847,5.14,-0.425,0.26,0.646,-91.34,-8590,-329.92,-26.72,-90.78,"Micro_Nano_Cap",22.9257259723206,96
"10109",1077183,0.928658306598663,2022,0.0713416934013367,1077183,"8734",509728,1740034,1314.57,0.673,0.817,3.113,5.24,25399,-155.98,-6.94,-79.62,"Micro_Nano_Cap",-31.2951486399225,108
"10110",1080014,0.885791957378387,2022,0.114208042621613,1080014,"2834",331339,1231497,922.21,0.79,1.188,1.755,-15.45,-60527,-109.42,35.47,-14.55,"Micro_Nano_Cap",9.98682843567427,159
"10111",1080319,0.870048522949219,2022,0.129951477050781,1080319,"7372",42679,21357,15.63,0.241,0.589,1.658,-6.3,-2868,-170.07,-52.09,-87.02,"Micro_Nano_Cap",25.1483738207589,68
"10112",1080448,0.923784971237183,2022,0.0762150287628174,1080448,"1040",1786,3170,3.04,1.053,1.143,1.4,-27.63,-682,-49.32,25.45,-56.94,"Micro_Nano_Cap",-26.6019353774508,110
"10113",1081745,0.877449810504913,2022,0.122550189495087,1081745,"7372",14017,19943,24.2,0.794,0.938,1.146,22.31,2557,-61.12,66.72,54.44,"Micro_Nano_Cap",18.0206433570795,289
"10114",1081834,0.857815742492676,2022,0.142184257507324,1081834,"4832",10531,8669,762.49,633.58,632.624,0.794,-24.87,-3486,158594.98,-56.53,3050.79,"Micro_Nano_Cap",36.9290216147388,135
"10115",1082038,0.826345980167389,2022,0.173654019832611,1082038,"2834",19283,60100,147.7,1.473,2.191,2.357,37.96,5306,-74.64,-34.67,-46.34,"Micro_Nano_Cap",67.2356381220405,206
"10116",1082554,0.914930880069733,2022,0.0850691199302673,1082554,"2834",1936300,5716800,10171.98,1.404,1.863,1.489,14.88,250800,-11.36,16.5,7.77,"Micro_Nano_Cap",-18.0750980038817,27
"10117",1083522,0.867987811565399,2022,0.132012188434601,1083522,"2080",19085,15102,24.81,1.299,2.081,5.705,29.02,4293,-153.69,47.39,-64.19,"Micro_Nano_Cap",27.1329197793876,87
"10118",1084048,0.862403869628906,2022,0.137596130371094,1084048,"4822",1390997,3524747,3696.5,1.037,1.213,2.021,-1.82,-25725,-96.89,-6.37,-43.09,"Micro_Nano_Cap",32.5104750694175,85
"10119",1084133,0.938889443874359,2022,0.0611105561256409,1084133,"2080",11,1162,39.76,81.439,24.815,70.698,83.33,5,30.23,-19.19,-73.6,"Micro_Nano_Cap",-41.1481354735383,16
"10120",1084267,0.891690373420715,2022,0.108309626579285,1084267,"7310",4167,2636,14.4,3.835,4.727,2.188,-32.62,-2017,149.8,-71.89,-29.24,"Micro_Nano_Cap",4.30642223661926,296
"10121",1084991,0.872937560081482,2022,0.127062439918518,1084991,"1389",84825,328246,125.78,0.406,0.447,0.361,17.13,12405,24.81,9.96,-5.46,"Micro_Nano_Cap",22.3661176493324,116
"10122",1085243,0.921156466007233,2022,0.0788435339927673,1085243,"3990",28302,51576,66.35,1.043,1.221,1.855,15.83,3868,-87.11,7.67,-33.11,"Micro_Nano_Cap",-24.0705816554838,216
"10123",1085277,0.889650702476501,2022,0.110349297523499,1085277,"2834",279,247,0.86,15.028,17.474,15.281,1.09,3,-3.29,23.5,244,"Micro_Nano_Cap",6.27070542593668,282
"10124",1085869,0.931448519229889,2022,0.0685514807701111,1085869,"7371",905062,995888,2600.76,2.72,2.655,4.875,18.93,144035,-87.97,12.84,-33.36,"Micro_Nano_Cap",-33.9822329373604,131
"10125",1086222,0.885956108570099,2022,0.114043891429901,1086222,"7389",3616654,7965723,14574.78,1.803,1.883,2.134,4.49,155431,-30.87,-0.06,-20.03,"Micro_Nano_Cap",9.82874439407928,4
"10126",1086600,0.858815431594849,2022,0.141184568405151,1086600,"1221",2406511,2661473,3223.13,1.226,1.228,0.806,53.28,836535,103.7,23.25,171.6,"Micro_Nano_Cap",35.9662817651996,38
"10127",1086745,0.88303542137146,2022,0.11696457862854,1086745,"4899",2990,54990,31.07,-0.158,0.351,-0.008,11.4,306,3731.25,-29.62,-77.88,"Micro_Nano_Cap",12.6414808218917,70
"10128",1087294,0.924332678318024,2022,0.0756673216819763,1087294,"2834",42011,92925,32.99,0.36,0.535,0.403,12.21,4570,-21.23,-3.67,-35.9,"Micro_Nano_Cap",-27.1293987972824,65
"10129",1088638,0.935421407222748,2022,0.0645785927772522,1088638,"7310",4540,3532,9.97,2,2.198,1.357,18.6,712,94.29,27.65,188.99,"Micro_Nano_Cap",-37.8082800355709,32
"10130",1088856,0.908246159553528,2022,0.0917538404464722,1088856,"2834",401858,521965,2783.66,3.938,5.585,2.219,13.56,47984,154.16,-3.36,35.79,"Micro_Nano_Cap",-11.6374497290384,27
"10131",1089815,0.864875614643097,2022,0.135124385356903,1089815,"8093",0,1747,1.4,0.092,0.898,-0.061,-100,-1061,-499.13,-52.63,-31.03,"Micro_Nano_Cap",30.1300875890608,114
"10132",1089872,0.929740130901337,2022,0.0702598690986633,1089872,"7812",82035,138303,54.69,0.39,0.48,1.512,3.09,2462,-147.67,3.46,-59.66,"Micro_Nano_Cap",-32.3369879118719,265
"10133",1090396,0.918862998485565,2022,0.0811370015144348,1090396,"7990",11057,10674,17.1,1.367,1.683,1.408,58.71,4090,-5.79,18.69,8.02,"Micro_Nano_Cap",-21.8618823989509,216
"10134",1090727,0.894916296005249,2022,0.105083703994751,1090727,"4210",100338000,70985000,145412,2.143,2.258,2.589,3.14,3051000,-34.28,2.54,3.31,"Micro_Nano_Cap",1.19973214976254,70
"10135",1091667,0.928877413272858,2022,0.0711225867271423,1091667,"4841",54022000,144523000,65211.35,1.025,1.024,1.564,4.53,2340000,-68.58,1.43,-54.93,"Micro_Nano_Cap",-31.5061569685002,179
"10136",1092699,0.857334017753601,2022,0.142665982246399,1092699,"7372",450875,672687,4511.62,5.989,6.436,5.101,44.22,138245,34.64,27.82,72.93,"Micro_Nano_Cap",37.3929414492234,15
"10137",1093557,0.880719840526581,2022,0.119280159473419,1093557,"3841",2909800,5050500,36466.92,6.751,7.851,11.416,18.84,461300,-81.32,8.78,-31.39,"Micro_Nano_Cap",14.8714760767659,245
"10138",1093691,0.848345100879669,2022,0.151654899120331,1093691,"3620",701440,5764276,17314.57,1.721,1.917,1.927,39.63,199098,-21.27,-3.12,24.78,"Micro_Nano_Cap",46.0496212709,86
"10139",1094038,0.892551779747009,2022,0.107448220252991,1094038,"2834",9014,34422,37.62,0.863,0.947,0.725,625.76,7772,37.88,-49.48,-76.04,"Micro_Nano_Cap",3.47685412872869,139
"10140",1094084,0.948386788368225,2022,0.0516132116317749,1094084,"3822",8448,7879,8.92,0.798,1.281,0.442,30.09,1954,160.28,21.38,197.33,"Micro_Nano_Cap",-50.2944510522247,63
"10141",1095565,0.932429432868958,2022,0.0675705671310425,1095565,"7370",266826,497358,686.9,1.245,1.347,1.704,3.94,10114,-53.6,2.31,-27.27,"Micro_Nano_Cap",-34.9268912788741,46
"10142",1095981,0.881901919841766,2022,0.118098080158234,1095981,"3841",224,23867,22.7,-0.002,0.961,0.888,-26.07,-79,-199.45,97.17,115.98,"Micro_Nano_Cap",13.7330872921211,155
"10143",1096056,0.874415218830109,2022,0.125584781169891,1096056,"2810",423399,404100,441.71,1.288,1.263,1.735,13.18,49298,-51.27,12,-22.43,"Micro_Nano_Cap",20.9430742669137,118
"10144",1096275,0.872512340545654,2022,0.127487659454346,1096275,"3714",117,32766,42.89,0.511,1.05,1.352,-61.51,-187,-123.79,-9.73,-34.19,"Micro_Nano_Cap",22.775620754902,75
"10145",1097864,0.879174411296844,2022,0.120825588703156,1097864,"3674",8326200,11601800,31050.04,2.596,2.436,1.346,58.44,3071200,184.81,40.82,250.31,"Micro_Nano_Cap",16.359785092915,117
"10146",1098972,0.89021635055542,2022,0.10978364944458,1098972,"2836",98024,413556,761.71,1.03,1.833,2.464,-66.85,-197641,-115.81,-11.25,-49.73,"Micro_Nano_Cap",5.7259641206584,155
"10147",1099132,0.912884712219238,2022,0.0871152877807617,1099132,"3690",50,1031,6.99,4.808,8.185,4.454,0,0,15.82,-70.15,-44.21,"Micro_Nano_Cap",-16.1045580387713,86
"10148",1099160,0.977656722068787,2022,0.0223432779312134,1099160,"4832",256381,714943,15.97,0.381,0.441,0.437,6.19,14955,-25.5,-6.19,-50.11,"Micro_Nano_Cap",-78.4825462366701,17
"10149",1099590,0.879540383815765,2022,0.120459616184235,1099590,"7389",1368441560,2365724446,48877.93,3.536,2.795,9.152,386.29,1087034689,-122.11,340.1,-4.81,"Micro_Nano_Cap",16.0073391904483,134
"10150",1099800,0.873623669147491,2022,0.126376330852509,1099800,"3842",5382400,7808500,60289.43,6.036,6.62,8.709,2.86,149900,-61.08,-5.42,-19.99,"Micro_Nano_Cap",21.7053676846266,82
"10151",1100397,0.903087854385376,2022,0.096912145614624,1100397,"2834",250,25930,5.54,0.962,0.14,0.024,-92.28,-2990,7777.58,-44.57,-93.66,"Micro_Nano_Cap",-6.66979935586751,51
"10152",1100682,0.880980491638184,2022,0.119019508361816,1100682,"8731",3976060,7561508,11100.4,1.679,1.686,3.682,12.31,435900,-108.26,8.27,-50.05,"Micro_Nano_Cap",14.6204588240807,104
"10153",1101026,0.890561938285828,2022,0.109438061714172,1101026,"2836",0,2123,32.73,5.884,14.666,410.11,-100,-20,-196.14,865,-26.56,"Micro_Nano_Cap",5.39314956976238,282
"10154",1101302,0.911946833133698,2022,0.0880531668663025,1101302,"3089",3282033,10109990,15389.5,1.727,1.659,5.804,42.77,983140,-139.79,218.5,-5.92,"Micro_Nano_Cap",-15.2013436616845,126
"10155",1101433,0.940613031387329,2022,0.0593869686126709,1101433,"7389",17528,6562,18.34,3.177,2.722,2.054,41.33,5126,108.8,32.49,93.05,"Micro_Nano_Cap",-42.8080179102856,274
"10156",1101680,0.877741694450378,2022,0.122258305549622,1101680,"3661",375691,385014,341.14,0.942,1.052,1.07,7.28,25485,-23.81,49.42,-8.58,"Micro_Nano_Cap",17.7395476592979,44
"10157",1102993,0.87467235326767,2022,0.12532764673233,1102993,"7372",514800,1084517,923.4,0.966,1.235,3.817,9.62,45176,-148.64,-8.22,-80.12,"Micro_Nano_Cap",20.6954437093826,236
"10158",1103833,0.948201179504395,2022,0.0517988204956055,1103833,"5734",3,5,17.88,1565.547,3295.177,162.908,-81.25,-13,1713.39,-99.17,-7.74,"Micro_Nano_Cap",-50.1157024300291,72
"10159",1103982,0.903709590435028,2022,0.0962904095649719,1103982,"2000",31496000,70688000,84056.81,1.398,1.428,1.488,9.67,2776000,-12.04,6.22,-0.16,"Micro_Nano_Cap",-7.26855557877137,12
"10160",1104038,0.817919373512268,2022,0.182080626487732,1104038,"7373",19576,20752,13.63,0.561,0.617,0.627,2157.9,18709,-20.95,-4.32,-48.45,"Micro_Nano_Cap",75.3507911287544,300
"10161",1104485,0.91770076751709,2022,0.0822992324829102,1104485,"1311",1985797,2875178,2478.71,1.33,1.405,1.827,103.65,1010705,-54.13,88.8,116.9,"Micro_Nano_Cap",-20.7426083513618,275
"10162",1104506,0.911801993846893,2022,0.0881980061531067,1104506,"2834",245358,1656435,2978.98,2.932,2.219,2.276,30.19,56897,57.36,33.21,-4.4,"Micro_Nano_Cap",-15.0618577426301,27
"10163",1104657,0.906561672687531,2022,0.0934383273124695,1104657,"3460",1757109,1688714,1734.05,1.254,1.242,1.272,16.32,246465,-2.82,5.41,19.43,"Micro_Nano_Cap",-10.0152227502745,106
"10164",1106213,0.890128970146179,2022,0.109871029853821,1106213,"7900",13,343,18.83,99.232,63.803,86.299,-45.83,-11,29.82,18.69,-26.56,"Micro_Nano_Cap",5.81011488499328,73
"10165",1106644,0.856082260608673,2022,0.143917739391327,1106644,"2834",8104,17784,9.68,0.897,0.862,1.835,-15.95,-1538,-101.72,-21.48,-66.85,"Micro_Nano_Cap",38.5984327192075,102
"10166",1107421,0.916863262653351,2022,0.0831367373466492,1107421,"2834",2922,64937,797.71,5.09,3.887,2.865,634.17,2524,154.55,-31.55,94.77,"Micro_Nano_Cap",-19.9360582901958,273
"10167",1107843,0.96492326259613,2022,0.0350767374038696,1107843,"7372",489723,655529,6132.42,7.01,7.403,6.109,19.1,78551,29.35,-16.97,37.09,"Micro_Nano_Cap",-66.2197248953417,131
"10168",1108109,0.859778642654419,2022,0.140221357345581,1108109,"8062",12211000,14620000,435.12,0.845,0.816,0.737,3.58,422000,29.16,-8.32,-19.52,"Micro_Nano_Cap",35.0386717026815,233
"10169",1108205,0.861785173416138,2022,0.138214826583862,1108205,"2836",10162,108848,87.75,-0.254,0.593,3.419,-4.57,-487,-213.78,-32.93,-89.01,"Micro_Nano_Cap",33.1063038100696,51
"10170",1108645,0.864282965660095,2022,0.135717034339905,1108645,"8711",3404,2257,54.47,24.81,27.149,3261.749,3373.47,3306,-197.49,54.91,801.82,"Micro_Nano_Cap",30.7008318249282,59
"10171",1109116,0.895106375217438,2022,0.104893624782562,1109116,"4833",956209,878250,310.4,0.454,0.638,0.767,25.79,196017,-81.21,3.34,-30.97,"Micro_Nano_Cap",1.01667840660844,209
"10172",1109354,0.886483371257782,2022,0.113516628742218,1109354,"3826",2530700,3535000,8634.97,2.506,2.647,3.843,4.67,112800,-69.23,-0.7,-36.31,"Micro_Nano_Cap",9.32096972743106,232
"10173",1109357,0.863889276981354,2022,0.136110723018646,1109357,"4931",19078000,95349000,45539.82,0.799,0.801,0.637,-47.51,-17269000,50.61,-28.32,-6.69,"Micro_Nano_Cap",31.0799694773374,38
"10174",1109486,0.888870894908905,2022,0.111129105091095,1109486,"7389",1278,5223,21.71,11.431,9.012,12.476,96.31,627,-16.67,196.76,-2.25,"Micro_Nano_Cap",7.02169072593199,148
"10175",1110611,0.89613538980484,2022,0.10386461019516,1110611,"7372",190872,425473,465.34,0.192,0.94,1.129,-6.26,-12741,-165.16,-11.45,-52.81,"Micro_Nano_Cap",0.0256969635816784,236
"10176",1111335,0.890353083610535,2022,0.109646916389465,1111335,"3714",3756000,2408000,3577.97,1.341,1.495,1.341,35.45,983000,0,10.11,29.32,"Micro_Nano_Cap",5.59428482094204,63
"10177",1111711,0.876423597335815,2022,0.123576402664185,1111711,"4931",5850600,26736600,12365.32,0.893,0.853,0.917,19.41,951000,-5.21,10.68,28.04,"Micro_Nano_Cap",19.0089269243056,52
"10178",1111741,0.888437569141388,2022,0.111562430858612,1111741,"1000",39767,37973,46.89,1.035,1.343,2.346,339.46,30718,-111.21,220.23,140.46,"Micro_Nano_Cap",7.43900045083958,53
"10179",1111928,0.960224688053131,2022,0.0397753119468689,1111928,"3674",1429547,2668128,4628.16,1.019,1.567,2.249,-2.14,-31313,-108.84,-14.56,-49.84,"Micro_Nano_Cap",-61.6948131615398,55
"10180",1113148,0.885988593101501,2022,0.114011406898499,1113148,"2834",2593,42151,133.02,2.324,2.393,1.079,39.56,735,229.62,-50.28,-57.76,"Micro_Nano_Cap",9.79746051511441,27
"10181",1113232,0.91264933347702,2022,0.0873506665229797,1113232,"3559",919998,981940,2167.35,1.936,1.782,2.021,38.88,257570,-8.37,36.8,32.52,"Micro_Nano_Cap",-15.8778790699047,117
"10182",1114483,0.89651346206665,2022,0.10348653793335,1114483,"3845",1376096,2788139,2154.97,1.091,0.978,1.556,12.7,155017,-59.47,8.21,-30.54,"Micro_Nano_Cap",-0.338401466279237,82
"10183",1114995,0.912228584289551,2022,0.0877714157104492,1114995,"3679",257800,349737,2344.96,6.617,6.422,2.78,85.57,118877,274.66,68.45,295.83,"Micro_Nano_Cap",-15.4726810852936,243
"10184",1115128,0.892425119876862,2022,0.107574880123138,1115128,"",288766,363159,202.42,0.419,0.726,0.81,-44.63,-232728,-96.06,-42.85,-65.25,"Micro_Nano_Cap",3.59883255588531,297
"10185",1116463,0.902866065502167,2022,0.0971339344978333,1116463,"3841",387479,444708,301.37,0.407,0.637,1.392,65.82,153805,-140.82,-3.53,-64.47,"Micro_Nano_Cap",-6.45620795471468,16
"10186",1117057,0.82726639509201,2022,0.17273360490799,1117057,"2030",44757,60720,64.47,0.57,0.821,0.65,18.51,6989,-24.49,-28.43,68.37,"Micro_Nano_Cap",66.3492424174981,167
"10187",1117171,0.90903639793396,2022,0.09096360206604,1117171,"3690",248725,241546,120.14,0.355,0.495,0.987,372.23,196055,-127.42,-7.53,-51.3,"Micro_Nano_Cap",-12.3984803112701,311
"10188",1117480,0.8410884141922,2022,0.1589115858078,1117480,"2834",33824,279341,207.67,-0.39,0.564,3.216,1609.15,31845,-223.13,177.84,-64.17,"Micro_Nano_Cap",53.0380954219761,139
